"order_id","subscriber_id","order_date","tier","region","referral_source","amount","churn_flag"
201,2629,2026-03-01,"Standard","Atlantic","Referral",11.89,0
202,2966,2026-02-21,"Discovery","Atlantic","Organic",31.64,0
203,2436,2026-01-25,"Standard","Atlantic","Organic",15.34,0
204,999,2026-04-12,"Standard","Ontario","Social",13.27,0
205,3604,2026-01-15,"Standard","Atlantic","Social",16.71,0
206,3808,2026-06-04,"Standard","Ontario","Search",16.54,0
207,686,2026-01-09,"Signature","Atlantic","Social",27.68,0
208,3122,2026-03-17,"Discovery","Atlantic","Social",33.01,0
209,1666,2026-01-30,"Signature","Atlantic","Organic",25.45,0
210,3168,2026-06-24,"Signature","Ontario","Referral",16.65,0
211,1119,2026-02-23,"Standard","Atlantic","Social",16.95,0
212,1432,2026-02-22,"Standard","Ontario","Social",15.03,1
213,1254,2026-03-01,"Standard","Ontario","Social",13.34,0
214,3453,2026-03-08,"Standard","Atlantic","Organic",14.18,0
215,3401,2026-05-03,"Discovery","Atlantic","Referral",32.8,0
216,839,2026-03-05,"Standard","Atlantic","Search",17.13,0
217,940,2026-02-07,"Standard","Atlantic","Organic",14.28,0
218,2436,2026-06-19,"Standard","Atlantic","Referral",13.93,0
219,2334,2026-02-07,"Discovery","Ontario","Retail_partner",31.47,0
220,2493,2026-05-16,"Standard","Atlantic","Retail_partner",15.92,0
221,596,2026-03-20,"Signature","Atlantic","Organic",27.24,0
222,996,2026-06-20,"Signature","Atlantic","Organic",25.09,1
223,1343,2026-02-23,"Standard","Atlantic","Social",13.85,0
224,2120,2026-01-17,"Standard","Atlantic","Search",10.85,0
225,1618,2026-05-08,"Standard","Ontario","Social",14.18,0
226,2104,2026-05-29,"Standard","Atlantic","Organic",13.16,0
227,2248,2026-02-21,"Standard","Atlantic","Organic",14.25,0
228,2069,2026-02-02,"Standard","Atlantic","Search",6.93,1
229,1875,2026-03-06,"Signature","Ontario","Organic",23.08,0
230,478,2026-05-20,"Standard","Ontario","Referral",16.76,0
231,3913,2026-03-07,"Standard","Atlantic","Organic",14.2,1
232,543,2026-05-17,"Signature","Atlantic","Organic",21.12,0
233,59,2026-04-20,"Standard","Atlantic","Social",15.76,0
234,1746,2026-04-25,"Signature","Atlantic","Organic",21.88,0
235,2396,2026-03-24,"Discovery","Atlantic","Retail_partner",30.53,0
236,275,2026-06-15,"Standard","Atlantic","Search",10.31,0
237,2262,2026-01-22,"Standard","Atlantic","Social",17.75,0
238,1324,2026-06-03,"Signature","Atlantic","Referral",19.12,1
239,2550,2026-03-03,"Signature","Atlantic","Referral",23.9,0
240,1708,2026-03-19,"Signature","Ontario","Retail_partner",25.44,0
241,3918,2026-01-22,"Standard","Ontario","Organic",12.84,1
242,627,2026-01-15,"Signature","Atlantic","Organic",19.56,0
243,583,2026-03-15,"Signature","Ontario","Referral",26.26,0
244,3186,2026-02-05,"Standard","Atlantic","Organic",14.38,0
245,3855,2026-06-02,"Discovery","Atlantic","Social",34.25,0
246,3151,2026-06-25,"Standard","Atlantic","Search",17.67,0
247,1255,2026-02-15,"Standard","Atlantic","Referral",15.02,0
248,2389,2026-03-05,"Signature","Atlantic","Organic",23.55,0
249,2253,2026-05-01,"Standard","Atlantic","Retail_partner",15.62,1
250,3535,2026-02-21,"Standard","Ontario","Organic",15.91,0
251,1666,2026-05-17,"Discovery","Atlantic","Search",31.9,0
252,315,2026-01-08,"Standard","Atlantic","Organic",15.69,0
253,1222,2026-04-16,"Signature","Atlantic","Retail_partner",19.07,0
254,3911,2026-02-28,"Standard","Atlantic","Organic",12.6,1
255,517,2026-04-21,"Signature","Atlantic","Search",20.91,1
256,2936,2026-01-20,"Standard","Atlantic","Search",18.31,1
257,1971,2026-06-29,"Signature","Ontario","Referral",23.72,0
258,135,2026-02-27,"Discovery","Atlantic","Search",32.08,0
259,2808,2026-05-10,"Standard","Ontario","Referral",16.95,0
260,3462,2026-06-23,"Signature","Ontario","Social",25.3,0
261,3601,2026-04-22,"Standard","Ontario","Search",13.08,0
262,821,2026-04-28,"Standard","Atlantic","Organic",14.39,1
263,1805,2026-04-22,"Standard","Atlantic","Referral",17.27,0
264,1048,2026-06-08,"Standard","Atlantic","Retail_partner",13.79,0
265,1301,2026-01-25,"Discovery","Atlantic","Social",29.78,0
266,2364,2026-04-02,"Signature","Atlantic","Referral",21.24,0
267,3970,2026-04-17,"Discovery","Atlantic","Organic",31.51,0
268,858,2026-02-12,"Signature","Atlantic","Social",25.14,0
269,2551,2026-06-15,"Standard","Ontario","Social",17.84,0
270,3405,2026-05-29,"Standard","Atlantic","Organic",14.66,1
271,2267,2026-04-14,"Standard","Atlantic","Social",13.5,1
272,3352,2026-06-01,"Signature","Atlantic","Organic",21.37,0
273,2049,2026-01-21,"Standard","Atlantic","Organic",13.71,1
274,1741,2026-02-06,"Signature","Atlantic","Organic",22.22,0
275,1076,2026-06-19,"Signature","Atlantic","Social",18.77,0
276,617,2026-04-14,"Discovery","Atlantic","Social",33.19,0
277,3654,2026-02-12,"Standard","Atlantic","Organic",12.83,0
278,395,2026-05-13,"Standard","Atlantic","Social",15.01,0
279,3161,2026-03-06,"Standard","Atlantic","Search",9.97,0
280,916,2026-06-01,"Standard","Ontario","Referral",15.61,0
281,3241,2026-06-15,"Discovery","Ontario","Social",28.61,0
282,2805,2026-05-02,"Discovery","Atlantic","Organic",31.39,0
283,2770,2026-01-02,"Standard","Ontario","Organic",15.07,1
284,777,2026-01-07,"Signature","Atlantic","Retail_partner",17.52,0
285,669,2026-05-24,"Standard","Atlantic","Referral",19.09,0
286,1874,2026-06-16,"Signature","Atlantic","Organic",25.75,0
287,1333,2026-06-29,"Signature","Atlantic","Organic",20.1,0
288,158,2026-05-03,"Standard","Atlantic","Organic",13.82,1
289,1424,2026-03-03,"Standard","Atlantic","Social",15.35,0
290,2205,2026-03-14,"Standard","Atlantic","Organic",15.77,1
291,3338,2026-02-02,"Signature","Atlantic","Referral",25.4,0
292,3416,2026-07-01,"Standard","Atlantic","Social",18.53,0
293,831,2026-02-28,"Signature","Atlantic","Referral",25.74,0
294,957,2026-01-21,"Discovery","Ontario","Social",37.34,0
295,3171,2026-04-13,"Standard","Atlantic","Organic",15.11,0
296,743,2026-05-09,"Discovery","Atlantic","Social",34.9,0
297,2612,2026-04-23,"Signature","Ontario","Referral",23.65,0
298,574,2026-04-08,"Signature","Atlantic","Retail_partner",23.33,0
299,739,2026-02-02,"Standard","Ontario","Referral",13.46,0
300,3097,2026-03-25,"Standard","Atlantic","Search",13.46,1
301,895,2026-04-25,"Signature","Atlantic","Organic",22.43,0
302,3492,2026-07-01,"Standard","Atlantic","Organic",16.9,0
303,1730,2026-02-09,"Standard","Ontario","Retail_partner",14.79,0
304,1390,2026-05-13,"Discovery","Atlantic","Organic",30.21,0
305,3250,2026-03-30,"Discovery","Ontario","Referral",33.19,0
306,1420,2026-06-22,"Discovery","Atlantic","Retail_partner",31,0
307,2622,2026-04-24,"Standard","Ontario","Organic",13.03,0
308,1917,2026-05-18,"Standard","Atlantic","Organic",16.49,0
309,3343,2026-01-20,"Signature","Atlantic","Organic",24.86,0
310,291,2026-02-12,"Standard","Atlantic","Organic",14.44,0
311,3753,2026-03-14,"Signature","Atlantic","Organic",19.88,0
312,125,2026-06-19,"Discovery","Atlantic","Search",28.21,0
313,1741,2026-06-30,"Standard","Ontario","Search",19.02,0
314,1974,2026-06-21,"Standard","Ontario","Social",14.52,1
315,3792,2026-02-19,"Standard","Atlantic","Retail_partner",15.81,1
316,2883,2026-01-28,"Standard","Ontario","Organic",14.36,0
317,3198,2026-02-09,"Standard","Ontario","Search",16.71,1
318,508,2026-07-01,"Standard","Ontario","Organic",14.01,0
319,12,2026-02-24,"Standard","Atlantic","Social",14.29,0
320,2827,2026-02-14,"Standard","Atlantic","Organic",14.65,0
321,1688,2026-03-23,"Standard","Ontario","Search",17.66,0
322,2983,2026-01-15,"Standard","Atlantic","Organic",16.7,0
323,711,2026-04-18,"Standard","Atlantic","Organic",14.64,0
324,282,2026-04-04,"Standard","Atlantic","Organic",18.14,0
325,585,2026-02-25,"Signature","Atlantic","Organic",20.5,1
326,1062,2026-03-09,"Standard","Atlantic","Search",16.07,0
327,2898,2026-06-02,"Signature","Atlantic","Referral",23.51,0
328,368,2026-01-31,"Standard","Atlantic","Organic",13.43,0
329,261,2026-01-04,"Standard","Atlantic","Search",14.88,0
330,3936,2026-06-17,"Signature","Atlantic","Social",21.26,1
331,2332,2026-03-09,"Standard","Atlantic","Retail_partner",15.69,0
332,267,2026-04-29,"Standard","Atlantic","Social",14.11,1
333,858,2026-06-25,"Signature","Atlantic","Organic",23.19,0
334,3247,2026-01-05,"Signature","Atlantic","Referral",25.52,0
335,1104,2026-01-01,"Standard","Atlantic","Organic",10.94,0
336,2282,2026-07-01,"Standard","Ontario","Search",16.55,1
337,3385,2026-06-08,"Standard","Atlantic","Search",15.2,1
338,1666,2026-03-26,"Signature","Atlantic","Organic",22.1,0
339,958,2026-03-04,"Standard","Ontario","Search",14.9,0
340,3322,2026-03-13,"Signature","Atlantic","Organic",21.28,0
341,980,2026-03-03,"Signature","Atlantic","Social",20.08,0
342,1586,2026-05-09,"Signature","Atlantic","Referral",29.92,0
343,119,2026-01-08,"Standard","Atlantic","Referral",12.86,0
344,2221,2026-04-15,"Standard","Atlantic","Social",14.3,0
345,347,2026-05-29,"Standard","Atlantic","Social",17.06,1
346,1575,2026-04-14,"Discovery","Ontario","Search",33.25,0
347,2580,2026-03-06,"Discovery","Atlantic","Social",27.23,0
348,218,2026-02-26,"Standard","Atlantic","Referral",16.25,0
349,702,2026-06-27,"Standard","Atlantic","Organic",15.22,0
350,2869,2026-03-22,"Signature","Atlantic","Search",20.74,0
351,2230,2026-03-21,"Standard","Atlantic","Retail_partner",12.73,0
352,2365,2026-04-02,"Discovery","Atlantic","Organic",31.27,0
353,2038,2026-04-25,"Signature","Ontario","Organic",27.13,1
354,365,2026-03-21,"Discovery","Atlantic","Search",35.4,0
355,701,2026-06-10,"Signature","Atlantic","Organic",23.09,0
356,144,2026-06-06,"Standard","Atlantic","Social",15.89,1
357,2773,2026-03-22,"Signature","Atlantic","Referral",20.53,0
358,479,2026-05-10,"Standard","Atlantic","Retail_partner",12.79,0
359,1782,2026-02-10,"Standard","Ontario","Search",14.27,0
360,575,2026-03-14,"Standard","Ontario","Social",13.79,0
361,3041,2026-03-18,"Standard","Atlantic","Organic",14.44,0
362,2461,2026-02-15,"Discovery","Atlantic","Organic",31.01,0
363,449,2026-05-20,"Standard","Atlantic","Search",15.15,0
364,1134,2026-06-13,"Standard","Atlantic","Organic",15.46,0
365,1673,2026-02-16,"Standard","Atlantic","Social",14.3,1
366,2214,2026-01-02,"Signature","Ontario","Social",23.08,0
367,3845,2026-05-13,"Signature","Atlantic","Social",20.25,0
368,2570,2026-05-08,"Standard","Atlantic","Social",12.56,1
369,2161,2026-05-20,"Signature","Atlantic","Organic",18.63,0
370,3317,2026-06-14,"Signature","Ontario","Social",29.79,0
371,2160,2026-03-30,"Standard","Atlantic","Retail_partner",17.97,1
372,2287,2026-05-04,"Standard","Atlantic","Organic",17,0
373,1101,2026-06-30,"Discovery","Atlantic","Retail_partner",38.61,0
374,705,2026-02-02,"Standard","Atlantic","Search",16.9,0
375,2595,2026-04-05,"Standard","Atlantic","Organic",12.34,1
376,2133,2026-06-16,"Signature","Atlantic","Retail_partner",22.85,0
377,1521,2026-06-02,"Signature","Atlantic","Social",22.82,0
378,2735,2026-01-11,"Standard","Atlantic","Search",10.13,0
379,2855,2026-03-28,"Standard","Atlantic","Search",15.85,0
380,889,2026-02-14,"Signature","Atlantic","Organic",19.94,0
381,2861,2026-04-11,"Signature","Atlantic","Retail_partner",21.75,1
382,2356,2026-01-09,"Standard","Atlantic","Social",17.58,1
383,3457,2026-05-12,"Standard","Atlantic","Organic",12.1,1
384,1275,2026-03-03,"Discovery","Atlantic","Organic",28.38,0
385,1303,2026-05-26,"Signature","Ontario","Social",29.15,0
386,1126,2026-02-12,"Standard","Atlantic","Retail_partner",12.4,0
387,3503,2026-02-15,"Signature","Atlantic","Social",20.33,1
388,1779,2026-04-08,"Standard","Ontario","Organic",18.91,1
389,1237,2026-01-20,"Signature","Ontario","Search",24.03,0
390,2334,2026-03-13,"Signature","Atlantic","Social",19.56,0
391,3122,2026-05-23,"Signature","Atlantic","Social",18.75,0
392,2840,2026-03-28,"Discovery","Atlantic","Social",30.77,0
393,651,2026-04-30,"Standard","Ontario","Organic",14.96,1
394,2410,2026-03-17,"Standard","Atlantic","Organic",17.87,1
395,2731,2026-03-05,"Signature","Atlantic","Social",20.31,0
396,1963,2026-05-28,"Standard","Atlantic","Referral",19.14,0
397,1183,2026-03-26,"Standard","Atlantic","Search",17.24,0
398,647,2026-03-10,"Standard","Atlantic","Retail_partner",16.84,1
399,1224,2026-01-23,"Standard","Atlantic","Organic",12.49,1
400,928,2026-01-15,"Standard","Atlantic","Organic",18.23,0
401,2927,2026-04-24,"Signature","Atlantic","Search",26.59,1
402,651,2026-04-18,"Signature","Atlantic","Organic",20.65,0
403,245,2026-02-08,"Standard","Ontario","Search",16.83,1
404,2271,2026-05-09,"Standard","Atlantic","Social",14.38,0
405,717,2026-06-26,"Signature","Ontario","Social",21.14,0
406,1211,2026-06-21,"Standard","Atlantic","Search",13.46,0
407,256,2026-04-06,"Discovery","Ontario","Social",32.19,0
408,499,2026-03-06,"Standard","Ontario","Organic",17.04,0
409,3490,2026-06-20,"Standard","Atlantic","Referral",14.73,0
410,1420,2026-06-06,"Discovery","Atlantic","Social",29.19,0
411,1579,2026-01-13,"Standard","Atlantic","Search",13.41,0
412,15,2026-05-26,"Standard","Atlantic","Organic",12.98,1
413,2625,2026-06-25,"Standard","Atlantic","Search",17.1,1
414,1042,2026-03-18,"Standard","Atlantic","Search",16.39,1
415,2369,2026-03-20,"Discovery","Atlantic","Social",31.83,0
416,3618,2026-06-13,"Discovery","Ontario","Referral",30.71,0
417,2863,2026-05-17,"Standard","Atlantic","Referral",14.63,0
418,2570,2026-01-07,"Discovery","Atlantic","Search",34.61,0
419,1182,2026-04-12,"Signature","Ontario","Social",30.2,0
420,441,2026-06-05,"Discovery","Atlantic","Referral",33.27,0
421,3126,2026-03-17,"Standard","Atlantic","Search",12.07,1
422,1503,2026-01-10,"Standard","Atlantic","Organic",11.3,1
423,3347,2026-01-21,"Signature","Atlantic","Retail_partner",23.71,0
424,1719,2026-03-07,"Standard","Ontario","Social",12.31,1
425,740,2026-05-02,"Standard","Atlantic","Search",12.41,1
426,1873,2026-02-28,"Discovery","Ontario","Retail_partner",33.78,0
427,1362,2026-01-22,"Signature","Atlantic","Social",21.05,0
428,1110,2026-05-03,"Standard","Atlantic","Organic",19.98,1
